fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
1,0.9,0.1668277344243326,-1,88,50,0.0209251728365947,-1.3313449634902534,AA,769,10650.765522770173,3134.319630490106,3863.647739528353,1,6,CA,185,0,BA,1,0,24,0,500.0,0,INTERNET,3.888114604789093,windows,0,1,0,7
1,0.9,0.2962860052333516,-1,144,50,0.0054175383255355,-0.8162237547762208,AB,366,534.0473189424272,2670.918291734359,3124.298165591961,718,3,CA,259,1,BA,0,0,15,0,1500.0,0,INTERNET,31.798819363624556,windows,0,1,0,7
1,0.9,0.0449854869684285,-1,132,40,3.1085487925698936,-0.7557277006560229,AC,870,4048.534263154862,2893.6214979593,3159.5906788489287,1,14,CB,177,1,BA,0,1,-1,0,200.0,0,INTERNET,4.728704865428253,other,0,1,0,7
1,0.9,0.1595111751427926,-1,22,50,0.0190794348274206,-1.2051241582867218,AB,810,3457.064063279491,4054.908411692511,3022.261811936421,1921,6,CA,110,1,BA,0,1,31,1,200.0,0,INTERNET,2.047904421972764,linux,0,1,0,7
1,0.9,0.5964137247529342,-1,218,50,0.0044405216421238,-0.7732757002884915,AB,890,5020.341679022825,2728.2371590193657,3087.6709516945257,1990,2,CA,295,1,BA,1,0,31,0,1500.0,0,INTERNET,3.775224949895108,macintosh,1,1,0,7
1,0.3,0.1439210346980546,-1,30,30,0.0282305408875112,-0.7482819034992085,AD,732,3223.248405534034,3804.803402020777,5078.692467258773,5,13,CA,199,1,BB,0,1,15,0,200.0,0,INTERNET,4.815073224292104,windows,0,1,0,7
1,0.7000000000000001,0.3215543951837989,-1,152,30,0.0306797774422929,-0.2789936040147724,AB,876,5515.771547984858,2653.430035483565,3089.7883785224485,13,10,CA,272,1,BA,1,1,30,0,1500.0,0,INTERNET,1.5589774670276988,windows,1,1,0,7
1,0.9,0.0648171008513512,-1,18,50,0.0345566227128476,-1.2657210121008342,AB,901,4736.214496039524,6733.703889966787,3826.129170291501,40,1,CB,83,1,BB,1,0,28,0,200.0,1,INTERNET,2.637471764405503,linux,0,1,0,7
1,0.7000000000000001,0.0659378725949685,-1,64,40,0.0206907071020872,-1.4420821736875382,AB,933,6101.250655067535,3849.76142563304,3089.271130320971,2134,4,CC,222,0,BA,1,1,30,0,1500.0,0,INTERNET,2.17541930838834,windows,1,1,0,7
1,0.9,0.7000961673506892,-1,60,40,0.0168093817593339,-1.070271419761631,AB,1176,4504.470395606259,3793.831786058914,3061.2458893457847,8,2,CB,118,1,BC,0,1,25,0,200.0,0,INTERNET,24.04072646710152,windows,0,1,0,7
1,0.9,0.7030827386076245,-1,131,30,6.735898071202028,40.49766199331813,AA,951,4980.0932930021645,3828.922429330861,3163.35224038338,4,5,CB,229,0,BA,0,1,1,0,200.0,0,INTERNET,17.023723899591435,windows,1,1,0,7
1,0.9,0.8569579993939715,-1,109,40,0.0099104470688059,-1.0134485689621835,AD,728,4167.44526266585,2770.175851100297,3117.306377050442,17,5,CA,95,0,BC,0,1,11,0,200.0,0,INTERNET,5.099527595473899,windows,0,1,0,7
1,0.9,0.4518019823578503,-1,107,30,0.0355594497190684,-0.0509913528587939,AC,1915,3017.526730719104,2295.0676392420887,3653.963027761709,11,10,CA,296,1,BA,1,1,-1,0,2000.0,1,INTERNET,9.608223134325051,linux,0,1,0,7
1,0.3,0.3096802961867809,92,123,20,7.391355195863,35.18835166664694,AA,136,3809.557167188104,3798.301047510335,3134.914849632757,11,9,CB,172,1,BA,0,1,22,0,200.0,0,INTERNET,11.233453093193631,other,1,1,0,7
1,0.9,0.3913997154223886,-1,37,40,0.0014826980676734,-0.3713518978809396,AB,474,3757.1740082439496,4426.267514045966,3050.927479888197,1391,4,CA,229,1,BD,1,1,28,0,1500.0,0,INTERNET,1.2082326969138937,windows,0,1,0,7
1,0.6000000000000001,0.302342109459103,-1,55,40,23.81917314185727,-1.5629995366296117,AB,631,5442.985207294885,3709.06126794654,3155.497547915961,0,11,CA,119,1,BC,0,1,-1,0,200.0,0,INTERNET,10.399931490451776,windows,0,1,0,7
1,0.9,0.0666139199012617,-1,173,40,0.0421030519029779,-1.2160216193591868,AB,683,4422.169075009073,2385.245786638145,3078.978861507933,14,5,CA,12,1,BA,0,1,28,0,200.0,0,INTERNET,2.826891925752153,windows,0,1,0,7
1,0.7000000000000001,0.130321705784085,-1,50,30,0.0125625748427899,-1.1824886597059392,AB,1180,1628.561552729206,4084.073289912525,3082.0498521472973,18,5,CA,302,1,BA,0,1,25,0,2000.0,0,INTERNET,4.708033436050976,windows,1,1,0,7
1,0.9,0.160811463557145,-1,94,30,0.000970042231772,-0.9311672482319386,AD,923,875.4912957745943,3033.649388971293,3148.4848951754198,16,10,CA,199,1,BA,0,1,28,0,500.0,0,INTERNET,3.761719379192329,windows,0,1,0,7
1,0.4,0.2929412792933873,-1,153,30,0.0015611431759258,-0.5400282566552649,AC,1052,3572.9329041045867,2889.219783853625,3148.7475479187065,1,9,CA,181,0,BA,1,0,-1,0,1500.0,0,INTERNET,2.129957136905311,other,1,1,0,7
1,0.9,0.0666950068310928,-1,82,50,0.0071755927852316,-0.8039460382841104,AC,570,4350.7386839740775,3134.7710517559003,3094.241540502333,0,5,CA,234,1,BA,0,1,-1,0,1900.0,0,INTERNET,3.635425225263532,linux,0,1,0,7
1,0.7000000000000001,0.2416509836820354,172,9,30,0.0009367142424911,-1.313046149017068,AC,982,1521.957453727831,2434.5930141119325,3131.2546039804547,0,10,CA,115,1,BC,1,1,-1,0,200.0,0,INTERNET,1.3831280043607412,other,0,1,0,7
1,0.7000000000000001,0.1067045988478192,-1,19,30,0.0243404283948482,-0.4976780412860044,AB,236,4520.152626671901,3862.791692429976,3103.8166484763506,13,9,CA,308,1,BC,0,1,1,0,500.0,1,INTERNET,5.365338002018468,macintosh,1,1,0,7
1,0.9,0.1046187555660303,-1,184,40,0.0074835148893795,-0.6941221327065037,AD,991,917.2410886296524,2703.462605598934,3134.100875689164,1,5,CA,201,0,BA,0,1,30,0,1000.0,0,INTERNET,3.745341970593069,windows,1,1,0,7
1,0.9,0.4911980715003746,-1,56,30,0.0154273374775722,-0.2364950634927995,AD,324,4365.424835886931,2410.6351953112603,3088.516083082824,12,5,CD,201,0,BC,1,1,31,0,200.0,0,INTERNET,11.610120366926893,windows,1,1,0,7
1,0.6000000000000001,0.4906319314396381,-1,5,50,0.0019609415308556,-0.7039938462322493,AC,1290,486.33203561116585,5970.211899445721,3163.076447326457,0,2,CC,125,1,BB,1,0,-1,0,200.0,0,INTERNET,2.2616695671393114,windows,1,2,0,7
1,0.2,0.269909074732069,-1,90,40,0.0077648524294124,-1.3573855754665622,AC,522,5337.83767279693,3697.051520767014,3048.9793599054547,0,2,CA,299,0,BB,1,1,-1,0,1500.0,0,INTERNET,33.686044144782,windows,0,1,0,7
1,0.9,0.7813964307437908,-1,56,30,0.0086988502643446,-0.4804367327066812,AB,1212,3937.468847385452,2819.958016657288,3083.4461873310397,2,8,CA,275,1,BA,0,1,9,0,1000.0,0,INTERNET,3.1170719188707223,windows,0,1,0,7
1,0.9,0.2954980873655803,-1,78,50,0.0051328957015646,-0.3779346838062124,AD,837,2912.3320515538453,3247.9966316225987,3101.860075719691,11,3,CA,319,0,BA,0,1,31,0,1500.0,0,INTERNET,6.108820685131532,linux,0,1,0,7
1,0.8,0.1324448252064571,28,3,20,0.0066218406638321,31.221784648037247,AA,2449,4258.2978691919225,2439.519488866076,3110.975607997639,1,7,CA,125,1,BC,1,1,-1,0,500.0,0,INTERNET,6.535757355495938,windows,0,1,0,7
1,0.9,0.6115531528304505,-1,162,50,0.0101733396778831,-0.3097322325423215,AC,839,1369.459700076725,2766.3425902395843,3120.6220778089587,0,6,CA,220,1,BA,0,1,-1,0,200.0,0,INTERNET,3.531938990715582,windows,0,1,0,7
1,0.3,0.619040299363078,-1,34,40,0.0083190717976057,-1.7225425354337909,AD,677,3481.8201943157183,3125.3314985862207,3062.834533696928,13,7,CA,106,0,BC,1,0,21,0,200.0,0,INTERNET,10.861203543639071,windows,1,1,0,7
1,0.9,0.8327996039283624,-1,90,20,0.0167120462794694,-0.4541272393678626,AC,559,5936.17438298968,2854.426100713988,3159.5911364268604,0,3,CA,181,0,BA,0,0,-1,1,1000.0,0,INTERNET,2.7852216228784434,windows,0,1,0,7
1,0.7000000000000001,0.0749485393450428,-1,112,70,0.0007395957998881,-0.5917313388767608,AB,1317,1024.6425987161306,3285.089484097336,3108.661426421979,15,4,CB,112,1,BB,0,1,5,0,200.0,0,INTERNET,5.511145445238979,windows,1,1,0,7
1,0.9,0.3766713545174072,-1,23,30,0.0004848759071146,101.255378978526,AA,2285,4540.208790983512,2890.576109671339,3072.159144094069,15,7,CA,251,0,BA,0,1,15,1,1500.0,0,INTERNET,4.712633768095128,macintosh,0,1,0,7
1,0.1,0.0887248567947381,-1,99,40,0.0186622335605232,23.810229834161035,AA,1335,1713.244552460546,2303.101067098046,3093.913405948688,1,8,CB,108,1,BA,1,0,10,0,200.0,0,INTERNET,14.780903718482907,linux,1,1,0,7
1,0.9,0.0682209180415192,-1,44,30,0.025486371366093,-1.2838278869233957,AB,761,4784.848851905773,4517.082313240875,3097.9990335066864,10,17,CA,145,1,BD,0,0,1,0,1000.0,0,INTERNET,2.847263075244004,windows,0,1,0,7
1,0.9,0.2019241273123628,-1,51,50,0.0010096537759424,-1.4503620252766642,AB,1406,2004.1554653281632,2891.699206907177,3177.3515602545417,11,5,CA,50,1,BA,0,1,15,1,200.0,0,INTERNET,1.4169455031743816,windows,0,2,0,7
1,0.9,0.3166236519152105,-1,140,30,0.0196888847067572,-1.7529508950809576,AC,362,2973.519286589496,3310.546128521229,3112.54069498754,1,6,CA,171,1,BC,0,1,15,0,500.0,0,INTERNET,1.358219047700443,windows,1,1,0,7
1,0.8,0.8102625246156132,-1,62,50,0.0254565904458841,-1.1872021856264268,AC,936,4762.717777744596,3170.985393644718,3073.967976752266,0,1,CC,103,1,BB,1,1,-1,0,200.0,0,INTERNET,11.087487305706992,windows,1,1,0,7
1,0.7000000000000001,0.8048801462580074,-1,22,30,0.0269169597906579,-1.3011086861221022,AD,724,5262.980552871268,3531.072009187676,3064.264049301493,12,3,CA,166,0,BC,0,1,10,0,200.0,0,INTERNET,4.1574714741978696,linux,1,1,0,7
1,0.7000000000000001,0.5565172239129075,-1,98,30,0.0024167149097988,-1.2769164906341053,AD,986,4113.6933747082285,3232.9339925474437,3099.635284777629,9,7,CA,189,0,BD,0,1,30,0,1000.0,0,INTERNET,5.873537536537302,windows,1,1,0,7
1,0.6000000000000001,0.1142947395744631,-1,135,60,0.0139167409314753,-0.8189408192104753,AB,575,5274.703138575703,6000.30051326878,3070.719405235184,173,2,CA,24,1,BA,0,1,28,0,200.0,0,INTERNET,4.5301938019140096,macintosh,0,1,0,7
1,0.7000000000000001,0.1619497884716683,289,209,40,0.0081952796907598,-0.8374619869384294,AC,679,1213.6083421323988,2867.6615008549347,3123.982403704764,1,10,CA,272,0,BA,1,0,-1,0,2000.0,0,INTERNET,9.366777859768709,windows,0,1,0,7
1,0.9,0.0807455357451095,-1,72,30,0.02331261802387,-0.5386544672082028,AC,708,601.0776037316516,4277.396600947393,3097.630696818229,0,11,CA,215,0,BB,0,1,-1,0,500.0,0,INTERNET,3.4823540890770284,windows,0,1,0,7
1,0.9,0.0350829640807779,-1,22,30,0.0204376856878165,-1.5892209941268085,AB,1214,2902.219722738608,2497.8212391092497,3143.367683758211,16,6,CA,236,1,BC,0,1,30,0,500.0,0,INTERNET,5.282964027912507,linux,0,1,0,7
1,0.4,0.1495204741631974,-1,229,50,21.91362792263565,-1.1686546721418976,AC,915,5549.085941877825,3349.941674034092,3076.396147162043,0,4,CA,223,1,BA,0,1,-1,0,500.0,0,INTERNET,8.980315500464021,windows,1,1,0,7
1,0.9,0.8026937810888981,-1,185,50,0.0047444317292522,-1.0380586811577988,AC,534,4043.753870621292,1762.257340728324,3120.858851810853,2,2,CA,320,1,BA,0,1,-1,0,1500.0,0,INTERNET,5.784260394692558,windows,0,1,0,7
1,0.8,0.2082112431845789,35,14,40,0.0112451919091357,51.689986779366215,AA,523,1094.1407042539845,6206.565455073253,3131.545424859984,13,7,CA,214,1,BC,0,1,25,0,200.0,0,INTERNET,4.195404750201579,windows,0,1,0,7
1,0.6000000000000001,0.3039829107079042,-1,71,30,0.0040145140160272,-0.8886385014203665,AC,1190,1982.5436586724484,1850.1682191269465,3127.5010139352385,9,11,CA,269,1,BA,0,1,-1,0,1500.0,0,INTERNET,1.5206216927531886,windows,0,1,0,7
1,0.9,0.9886179568467836,-1,239,50,0.0027601647463643,-0.6768718591738585,AB,794,6065.005930538517,3793.661133859053,5154.175418971887,8,6,CA,105,0,BA,0,0,30,0,200.0,0,INTERNET,4.343832425367748,windows,0,2,0,7
1,0.9,0.0747428455984728,-1,183,30,0.0377032081311679,-1.4589218971828026,AB,406,1503.6487706807404,2326.061254840697,3173.367627886716,8,7,CA,295,0,BA,0,1,2,0,1000.0,0,INTERNET,3.042448269686876,windows,1,1,0,7
1,0.3,0.4914726623865544,-1,16,40,0.0253081579419456,-1.4424699975682476,AC,725,1047.375959329948,2060.666382122248,3128.986466936787,0,10,CA,113,1,BA,0,1,-1,0,1000.0,0,INTERNET,3.1369887350431336,linux,1,1,0,7
1,0.9,0.8547245738270836,-1,141,40,0.0260338601169774,-1.0330652077605444,AB,735,2827.511388595548,2574.859812720845,3087.182679916624,14,5,CA,193,1,BA,1,1,25,0,990.0,0,INTERNET,1.306814924003051,windows,1,1,0,7
1,0.9,0.1254525542296014,-1,186,30,0.0043151044682794,-1.0996548443109735,AC,1049,3476.076706657572,2220.7607807959907,3163.5977128815525,0,7,CA,143,0,BA,0,1,-1,0,200.0,1,INTERNET,3.070971405721744,linux,1,1,0,7
1,0.9,0.7447046113437266,-1,26,40,0.0086791175753571,-0.7525707371684498,AB,1144,7726.575303922522,2566.778180618084,3127.754457922646,12,4,CA,320,1,BA,0,1,10,0,1900.0,1,INTERNET,4.301425465308082,windows,0,1,0,7
1,0.5,0.8800546407328009,-1,63,20,0.0219519581748144,-0.4803266430798872,AB,398,5914.247500956026,3987.7695826276977,3079.079486507614,13,2,CA,145,1,BC,1,0,31,0,200.0,0,INTERNET,9.943046358722627,windows,0,2,0,7
1,0.9,0.2023084438562915,-1,184,80,2.624029282444628,-0.5657822814862529,AC,581,4186.801912279087,3396.851964577257,3146.845134552674,0,2,CA,278,0,BA,0,1,-1,0,1900.0,0,INTERNET,3.1309031639888723,windows,0,1,0,7
1,0.9,0.0526945844841993,-1,142,50,0.0055177799308452,-0.3973491867203198,AB,1585,894.04852188667,3216.0566685795693,3077.2126498257867,16,2,CA,155,0,BA,0,1,2,0,500.0,0,INTERNET,0.4088647214050873,windows,0,1,0,7
1,0.9,0.5271369133787818,-1,80,40,0.019629659154689,-0.2945557768368863,AB,206,1536.0485541382288,2740.074240446961,3077.47079301814,1,8,CA,296,1,BA,0,1,1,0,1000.0,0,INTERNET,6.476613841783028,windows,0,1,0,7
1,0.6000000000000001,0.6113980818403956,-1,199,40,0.0174552785053519,-0.9947039238583604,AB,513,1152.6704321855009,1867.816132363142,3153.075094219953,10,10,CE,83,1,BB,0,1,31,0,500.0,0,INTERNET,1.3091690042636277,linux,1,1,0,7
1,0.9,0.0862083549809522,-1,119,50,0.0186870726082067,-0.7884699738386541,AB,1169,3100.922646688583,2815.203754674851,3113.3677723676005,17,4,CA,205,1,BA,0,1,30,0,2000.0,0,INTERNET,4.0682111723795344,linux,1,1,0,7
1,0.1,0.0689584082317843,55,5,30,0.0117222112746407,8.180802560181386,AA,673,4763.962071588819,3713.694361969064,3169.268897644845,14,9,CD,49,1,BC,0,1,15,0,200.0,0,INTERNET,4.5026899692191344,other,0,1,0,7
1,0.9,0.0504245236679873,-1,112,40,0.0116740288640593,-0.7549870162125598,AB,339,1422.247859259046,2204.8214266013465,3176.1640612306114,2,8,CA,111,1,BC,0,1,2,0,200.0,0,INTERNET,2.8316189628322883,windows,1,1,0,7
1,0.9,0.0667527285514054,194,8,40,0.005519979143479,-0.9452870104924064,AC,195,3313.9260835107048,2423.607899517963,3157.7653944578506,0,10,CA,125,1,BA,0,1,-1,0,200.0,0,INTERNET,3.9941030451026354,linux,0,1,0,7
1,0.8,0.1695803539117091,103,2,30,1.0289597499711638,-1.0813816808104808,AA,533,2036.511563655519,2422.4125546481823,3687.624278498922,9,2,CA,105,1,BC,0,0,10,0,200.0,0,INTERNET,4.222800248249045,linux,0,1,0,7
1,0.9,0.3424502446569106,-1,118,50,0.028203870634538,-1.2243448837347746,AC,1457,5399.370048615266,3114.3995981673884,3150.2064508638714,0,2,CA,317,1,BA,0,0,-1,1,2000.0,0,INTERNET,1.497509529343091,windows,1,1,0,7
1,0.8,0.5536772982555358,-1,272,60,0.0080526732208047,-0.6493702735794311,AD,978,4492.41520530444,3298.141177618128,3092.29743636802,724,2,CA,161,1,BB,0,1,28,0,1000.0,0,INTERNET,4.398969834504374,windows,0,1,0,7
1,0.4,0.0828016952425742,-1,306,40,0.0243937274609052,-0.8728415364707496,AB,872,4939.391914503776,3234.574950660988,3112.081492955028,738,11,CA,148,0,BC,1,1,1,0,200.0,1,INTERNET,0.5258327068388651,macintosh,0,1,0,7
1,0.9,0.7650815175521133,-1,216,50,23.468151039450248,-0.5812666385135319,AC,2667,1695.089617834499,3074.757444714315,3067.0360172779383,0,6,CA,177,0,BC,0,1,-1,0,200.0,0,INTERNET,7.461610467139418,windows,1,1,0,7
1,0.9,0.1030451995498733,-1,212,40,0.0012814189813022,-0.5752499445657764,AD,892,5265.440763384378,3300.02679071975,3080.530589555269,7,9,CA,257,0,BA,0,1,30,0,1500.0,0,INTERNET,2.525386058604872,windows,0,1,0,7
1,0.9,0.063963562435941,-1,48,30,0.0155500497936799,-1.4830715987920535,AB,586,1917.8369058475544,2331.2999123420777,3132.0024398506043,3,6,CA,98,0,BB,0,1,28,1,200.0,0,INTERNET,3.2491705746065325,linux,0,1,0,7
1,0.6000000000000001,0.128085210932843,-1,151,50,0.024876265077766,-1.0273603905311215,AB,749,1169.731616235253,2835.464803246553,3126.733977854237,10,6,CA,281,1,BA,0,1,15,0,1500.0,0,INTERNET,2.657386094359912,windows,1,1,0,7
1,0.9,0.2516453273265497,-1,189,50,0.0036984480448315,-0.3171084168365906,AB,359,4429.542559814717,2769.114610208868,4405.735383054685,0,5,CA,190,1,BA,0,1,19,0,2000.0,0,INTERNET,4.6528425271862215,windows,0,1,0,7
1,0.9,0.346065731348911,-1,117,40,2.95106294583837,-1.0414899918278602,AB,460,4814.288946996968,2873.2502075203583,3083.879823701797,1,6,CA,158,1,BA,0,1,-1,0,1000.0,0,INTERNET,1.77654640832175,linux,0,2,0,7
1,0.9,0.5561238259422504,-1,124,40,0.0134934557556341,-1.6909957163642642,AC,2775,2346.853676012843,2762.42932089688,3087.0950191232832,0,7,CA,169,0,BB,1,1,-1,0,200.0,0,INTERNET,33.10481214113421,linux,1,1,0,7
1,0.7000000000000001,0.1352350295106039,-1,184,70,0.028353349785411,-0.8075058643615904,AC,740,2326.975845772044,2986.657250496853,3079.2445005493028,1,1,CA,238,1,BA,0,1,-1,0,1000.0,0,INTERNET,4.30954071107395,windows,1,1,0,7
1,0.9,0.3377136055596464,-1,203,40,0.000613172398382,-0.5816691649176894,AC,440,3709.247367253952,2741.4027130164045,3042.643206033404,1,8,CA,229,1,BA,0,1,-1,0,1000.0,0,INTERNET,31.07980854146017,windows,0,1,0,7
1,0.6000000000000001,0.4871412580740766,-1,130,30,0.0085354256559655,-0.8543184636902145,AC,1549,2159.705828621738,2460.465476833273,3099.3079539957453,0,8,CA,211,1,BA,0,1,-1,0,500.0,0,INTERNET,33.68335256646765,macintosh,1,1,0,7
1,0.8,0.035651295277409,-1,64,40,0.0063669387327587,-1.2258973447015442,AB,765,4747.719883493802,2695.416178643307,3115.025793585988,14,8,CA,227,0,BC,0,1,30,0,200.0,0,INTERNET,1.4883156378958355,windows,0,1,0,7
1,0.9,0.5696153868183189,-1,29,40,0.0198435013594361,-1.1503466797977486,AD,2755,1968.2783393951715,3389.937845626909,3126.4551292604656,1,7,CA,228,1,BC,0,1,15,0,500.0,0,INTERNET,5.6308364342447845,other,0,1,0,7
1,0.9,0.0620833051761302,-1,176,40,0.0040821579022756,-1.035222242766966,AB,5316,1748.2719638691626,3076.074217745916,3138.4464391214783,15,5,CA,110,1,BA,0,1,1,0,200.0,0,INTERNET,8.989291484778429,windows,1,1,0,7
1,0.9,0.7859172334649959,-1,120,40,0.0030016213982976,-0.7796832213763193,AD,469,1148.981969629919,2946.0155323090025,3135.7125584871,8,6,CA,276,0,BA,0,1,1,0,990.0,0,INTERNET,4.863761936422866,windows,1,1,0,7
1,0.7000000000000001,0.2422397834741168,-1,23,20,0.0186883266262807,49.81411501115959,AA,1054,2007.3227575708863,2591.9441946574743,3139.4744090181407,0,6,CB,199,1,BA,0,1,21,0,1500.0,0,INTERNET,4.294251851590162,other,0,1,0,7
1,0.9,0.5678276931567647,-1,57,40,0.0047974246294525,-0.49966835057302,AB,609,2544.476165419325,2107.0434694940413,3096.766688082454,1588,9,CA,177,0,BA,0,1,30,0,1500.0,0,INTERNET,8.970417825679215,other,0,1,0,7
1,0.3,0.0783601877737529,-1,104,30,0.0077667747700274,-1.3559883874913297,AC,1654,3509.0815957196337,1913.4351784561704,3826.160175626744,1,11,CA,273,1,BA,0,1,-1,0,1900.0,0,INTERNET,2.390655326743638,macintosh,0,1,0,7
1,0.9,0.0278408789659306,-1,57,30,0.0223332218578678,-1.480674549572819,AC,230,1677.4538925857282,2539.539961011991,3093.785613764492,3,10,CA,290,1,BB,0,1,-1,0,1900.0,0,INTERNET,20.04003046845951,windows,1,1,0,7
1,0.7000000000000001,0.1137642901122796,-1,247,30,0.0273043930715135,-1.0167498752021105,AB,283,3271.759489849212,5720.4602561691545,3119.217797476817,9,21,CA,117,1,BE,0,1,28,0,500.0,1,INTERNET,4.583844084356486,windows,1,1,0,7
1,0.5,0.5348414007205373,-1,143,20,0.0351531756106148,-1.0748185225298872,AB,1854,4118.471479223391,3755.623124347239,3085.51489264555,1,7,CA,194,0,BA,1,0,1,0,1500.0,0,INTERNET,1.7428878028972294,windows,1,1,0,7
1,0.6000000000000001,0.9282657610584282,-1,128,50,0.0017158662323404,-0.9358686098313872,AB,487,4702.257087215072,2318.875337070121,3079.9542370358586,20,5,CA,129,1,BA,0,1,11,0,990.0,0,INTERNET,14.881143805474132,windows,0,1,0,7
1,0.9,0.5066848754027335,-1,149,20,0.0044674049046648,-1.1876843320222752,AC,742,1807.2435032056285,3216.087339398113,3141.863932154958,0,5,CA,259,1,BA,0,1,-1,0,2000.0,0,INTERNET,3.6996442938221215,other,1,1,0,7
1,0.4,0.5479866286231588,-1,0,40,0.0168347181763043,-0.9748730850100448,AB,366,2428.992336380314,2327.1355337536625,3079.256316295241,1,12,CE,123,0,BA,0,1,21,0,200.0,0,INTERNET,6.201561500594116,windows,1,1,0,7
1,0.9,0.3402506077195911,-1,142,40,0.0044071658291958,-0.75335053122078,AD,263,3172.733151109469,3179.348630970038,3071.514473985276,19,8,CA,115,1,BA,0,1,30,0,200.0,0,INTERNET,3.4153339851612547,windows,1,1,0,7
